element,integration_point,x,y,e_11,e_22,e_12,s_11,s_22,s_12
0,0,0.2000,0.2000,-0.0321,0.0179,0.0071,-0.8571,0.1429,0.1429
0,1,0.6000,0.2000,-0.0321,0.0179,0.0071,-0.8571,0.1429,0.1429
0,2,0.2000,0.6000,-0.0321,0.0179,0.0071,-0.8571,0.1429,0.1429
1,0,0.8000,0.4000,-0.0321,0.0179,0.0071,-0.8571,0.1429,0.1429
1,1,0.8000,0.8000,-0.0321,0.0179,0.0071,-0.8571,0.1429,0.1429
1,2,0.4000,0.8000,-0.0321,0.0179,0.0071,-0.8571,0.1429,0.1429
